wpm,eye_contact_percentage,filler_word_count,grade
66,12.49,19,D
61,52.54,18,D
199,10.95,12,D
194,20.29,17,D
187,99.83,16,D
167,54.14,26,D
71,28.41,5,D
169,99.48,9,C
99,96.66,1,B
63,44.07,23,D
78,26.04,5,D
174,83.84,27,D
56,71.56,27,D
78,68.69,20,D
188,89.31,12,D
82,68.94,17,C
183,28.38,6,D
160,69.39,1,B
128,30.58,28,D
107,75.92,13,C
75,61.97,4,C
78,7.74,17,D
53,51.28,10,D
148,34.33,9,D
190,32.86,10,D
88,60.23,26,D
64,32.23,1,D
168,77.69,14,C
78,7.08,6,D
124,66.04,8,B
165,80.92,4,C
81,67.28,6,C
179,49.72,19,D
133,95.03,1,A
71,29.99,2,D
76,1.92,1,D
130,43.2,20,D
175,3.3,21,D
141,95.39,30,D
70,20.99,30,D
96,78.89,22,D
150,77.46,18,C
133,21.77,3,D
55,62.12,23,D
196,4.81,19,D
180,48.36,6,D
50,1.46,27,D
107,92.11,21,D
173,97.61,6,D
64,22.23,16,D
113,20.81,18,D
74,75.37,21,D
73,25.34,15,D
61,89.51,2,D
67,57.39,14,D
64,35.08,13,D
76,83.27,14,C
121,49.34,13,C
109,91.16,6,B
194,92.8,24,D
142,16.54,2,D
102,0.23,29,D
57,98.39,16,D
128,90.61,9,B
76,5.54,14,D
99,83.3,28,D
180,45.78,5,D
142,25.9,27,D
73,87.87,16,C
109,19.67,16,D
171,94.73,13,D
180,20.56,23,D
197,61.37,24,D
95,22.31,17,D
64,54.57,24,D
66,68.4,4,D
175,19.02,28,D
133,52.09,7,C
58,46.91,6,D
112,7.1,22,D
166,81.83,3,C
179,33.57,17,D
137,57.46,4,C
121,51.48,15,C
188,51.33,13,D
113,10.72,26,D
121,42.35,26,D
70,45.24,18,C
67,73.36,30,D
113,84.0,13,C
131,54.5,8,C
159,8.68,5,D
144,23.68,16,D
81,16.49,18,D
60,12.46,11,D
94,36.59,3,D
82,22.94,15,D
151,21.83,24,D
185,5.47,10,D
60,1.77,21,D
137,10.28,3,D
90,17.22,16,D
194,43.1,7,D
125,51.05,13,C
170,14.06,26,D
95,42.48,1,C
129,34.17,10,D
103,18.34,30,D
135,0.68,10,D
141,46.7,23,D
197,68.57,21,D
146,22.63,23,D
51,13.18,5,D
82,88.7,20,D
126,27.5,20,D
165,22.36,13,D
199,85.71,29,D
152,81.71,9,B
152,44.83,25,D
139,48.92,26,D
171,21.77,7,D
192,7.83,6,D
155,57.34,7,C
168,9.83,27,D
98,44.93,7,C
153,94.05,22,D
110,95.28,1,A
172,23.93,26,D
183,62.41,30,D
58,47.41,15,D
55,87.57,8,D
122,27.14,12,D
152,0.37,22,D
90,16.26,11,D
163,34.95,26,D
57,31.57,30,D
121,79.14,21,D
141,68.06,24,D
111,29.96,28,D
133,45.77,16,C
111,9.56,26,D
160,89.81,1,B
176,93.54,12,D
56,97.98,0,D
133,86.86,25,D
181,17.4,27,D
183,4.62,18,D
107,57.96,10,C
71,91.26,4,C
176,17.74,0,D
52,0.7,19,D
176,80.55,29,D
90,7.68,12,D
155,41.37,7,C
63,67.89,5,D
61,23.68,28,D
136,8.4,16,D
61,77.0,11,D
190,63.02,0,D
74,98.85,2,C
94,34.43,13,D
171,6.18,25,D
196,73.44,30,D
104,52.17,7,C
149,21.32,10,D
185,78.17,26,D
168,20.38,13,D
102,26.07,7,D
81,9.25,28,D
100,39.94,2,D
93,41.89,6,C
131,51.46,27,D
195,70.9,18,D
199,90.61,3,D
86,13.77,24,D
145,5.43,15,D
105,1.85,12,D
154,14.36,19,D
108,65.79,18,C
180,72.75,4,D
84,78.65,22,D
142,24.37,4,D
146,30.59,19,D
184,48.31,23,D
125,6.32,3,D
98,61.11,1,B
143,98.37,25,D
73,36.08,12,D
197,75.28,29,D
86,50.0,15,C
53,12.78,21,D
157,58.22,1,C
175,29.99,18,D
69,3.44,16,D
99,63.49,4,B
145,85.89,24,D
154,34.48,17,D
166,39.03,27,D
147,89.1,22,D
115,81.36,20,D
128,71.5,17,C
55,24.88,7,D
88,91.02,26,D
164,15.44,14,D
174,62.68,12,D
61,2.88,12,D
180,64.37,15,D
67,27.71,21,D
89,44.97,19,C
70,34.53,12,D
192,17.28,19,D
148,62.2,1,B
75,88.2,2,C
57,95.91,14,D
149,19.23,22,D
136,71.74,18,C
91,66.43,12,C
63,34.34,4,D
127,1.91,25,D
51,68.98,21,D
168,94.55,5,C
86,63.21,13,C
118,43.53,3,C
90,52.52,21,D
111,19.96,18,D
109,75.05,22,D
174,74.64,6,D
160,14.55,3,D
63,87.8,1,D
133,26.92,26,D
179,98.23,6,D
119,38.29,2,D
194,17.79,14,D
172,35.17,0,D
138,44.02,1,C
77,6.93,9,D
115,57.82,15,C
54,59.76,24,D
94,73.89,27,D
200,2.92,14,D
96,54.12,23,D
80,5.29,14,D
188,70.11,30,D
59,5.57,13,D
167,91.17,21,D
63,70.21,13,D
129,50.74,5,C
142,44.15,13,C
59,13.07,16,D
125,29.1,17,D
143,86.9,19,C
154,90.45,18,C
50,0.07,29,D
182,59.41,16,D
69,71.93,15,D
57,61.87,7,D
50,8.17,6,D
106,21.77,19,D
113,25.03,27,D
167,83.17,11,C
77,46.32,8,C
170,48.68,26,D
156,93.49,13,C
98,63.71,19,C
169,89.87,0,C
93,45.65,30,D
105,14.94,9,D
160,92.99,30,D
183,45.87,16,D
157,18.16,16,D
197,30.24,16,D
163,5.08,3,D
127,46.83,16,C
179,85.31,17,D
86,93.36,19,C
69,93.26,22,D
75,12.52,1,D
78,38.21,7,D
50,2.82,12,D
168,85.52,22,D
84,35.88,24,D
108,63.11,29,D
118,71.49,21,D
61,42.98,19,D
69,30.64,21,D
92,96.22,14,C
175,96.45,19,D
99,28.94,22,D
78,47.96,8,C
88,97.28,2,C
200,0.49,2,D
87,41.27,1,C
133,10.05,0,D
200,50.92,13,D
177,2.47,16,D
175,40.69,12,D
94,22.07,18,D
101,53.33,29,D
129,99.6,22,D
173,80.05,14,D
168,84.56,26,D
57,63.53,24,D
134,4.16,13,D
178,20.68,1,D
57,92.51,6,D
145,36.61,16,D
151,10.36,17,D
54,70.24,5,D
135,29.95,26,D
83,26.89,20,D
104,99.8,7,B
168,85.81,27,D
163,40.79,26,D
194,98.03,1,D
75,65.01,0,C
185,74.2,15,D
96,3.15,6,D
162,12.16,21,D
125,63.31,23,D
121,89.9,10,B
138,62.37,30,D
95,13.4,14,D
82,11.58,12,D
50,84.42,29,D
196,13.93,23,D
80,52.02,1,C
191,3.71,13,D
102,8.07,23,D
97,67.23,5,B
118,68.92,8,B
154,34.15,27,D
139,21.56,6,D
112,81.37,17,C
122,21.71,23,D
138,54.2,8,C
62,96.82,22,D
122,14.79,3,D
126,94.09,8,B
117,18.29,3,D
147,56.74,11,C
174,37.7,3,D
151,96.49,24,D
181,27.35,29,D
151,39.97,23,D
68,98.29,19,D
131,53.65,13,C
190,50.26,23,D
72,25.78,30,D
132,70.14,23,D
158,1.44,6,D
124,4.95,25,D
178,59.94,12,D
137,34.17,21,D
103,95.33,7,B
138,90.32,22,D
192,71.37,4,D
114,81.81,11,B
125,66.73,12,C
192,12.56,28,D
198,76.55,19,D
196,21.02,13,D
109,32.34,27,D
142,81.92,17,C
98,53.65,26,D
84,85.99,23,D
151,21.3,24,D
60,60.78,19,D
148,8.38,3,D
159,64.31,20,D
123,76.25,17,C
58,58.49,6,D
52,26.62,14,D
134,3.13,20,D
75,11.94,5,D
121,62.23,15,C
97,93.44,19,C
166,20.65,23,D
61,73.5,7,D
182,86.65,27,D
97,52.09,20,D
86,66.93,15,C
93,81.5,27,D
64,26.07,21,D
92,29.69,15,D
136,0.06,2,D
119,96.31,16,C
95,91.75,8,B
157,76.46,24,D
172,7.91,2,D
70,44.75,19,C
200,10.19,28,D
156,1.59,6,D
129,61.62,17,C
96,96.08,11,B
166,90.29,18,C
173,69.68,15,D
192,9.66,21,D
74,27.42,26,D
85,32.01,23,D
100,76.32,30,D
64,80.22,16,D
117,38.51,19,D
70,41.79,14,C
190,4.45,0,D
68,28.91,1,D
83,45.13,7,C
127,11.7,21,D
174,45.33,24,D
166,85.32,1,C
101,58.13,18,C
76,7.89,8,D
84,19.17,8,D
185,47.45,12,D
193,36.15,5,D
155,35.87,29,D
195,52.93,14,D
51,58.44,18,D
126,79.69,20,D
181,34.1,14,D
139,80.55,17,C
138,33.86,6,D
143,5.54,25,D
56,55.42,10,D
144,58.79,7,C
157,93.45,5,B
123,72.61,7,B
88,91.78,1,C
190,90.83,18,D
120,60.46,15,C
105,52.78,6,C
91,55.74,9,C
85,97.83,11,C
133,77.32,16,C
167,10.63,6,D
56,77.84,21,D
103,17.05,7,D
178,44.74,6,D
169,21.05,3,D
155,68.96,2,B
96,87.73,18,C
172,29.04,14,D
190,8.2,3,D
168,29.85,30,D
199,67.24,24,D
167,32.88,8,D
70,27.81,12,D
186,18.44,17,D
75,49.75,20,D
58,27.59,15,D
64,73.1,0,D
59,7.66,3,D
171,66.4,17,D
170,23.76,7,D
174,48.93,19,D
121,28.61,15,D
98,72.28,20,D
140,94.53,10,B
86,91.71,19,C
117,58.34,20,D
99,46.26,20,D
68,81.83,20,D
149,68.33,26,D
109,18.36,18,D
138,82.09,22,D
195,42.89,18,D
196,18.9,17,D
118,28.18,18,D
98,26.75,10,D
157,51.92,2,C
168,23.44,7,D
198,12.36,19,D
199,12.37,18,D
86,58.33,9,C
192,73.48,15,D
60,32.15,4,D
187,3.47,19,D
127,12.72,8,D
126,91.47,7,B
51,49.35,10,D
113,45.36,15,C
84,3.8,6,D
56,72.86,14,D
134,52.81,23,D
195,20.21,28,D
116,11.01,20,D
91,38.34,19,D
167,83.72,22,D
174,86.53,16,D
73,60.28,5,C
95,72.75,14,C
68,11.52,7,D
117,58.81,6,C
151,66.7,1,B
91,20.07,29,D
81,88.02,12,C
158,19.5,29,D
85,31.35,22,D
146,62.06,28,D
180,63.84,5,D
122,69.94,28,D
185,11.2,4,D
146,84.95,19,C
172,53.28,0,D
119,47.13,28,D
62,98.11,17,D
98,74.04,14,C
109,11.8,22,D
179,75.65,9,D
54,9.52,2,D
76,2.75,4,D
198,40.36,23,D
57,99.36,28,D
99,17.49,12,D
116,67.26,7,B
93,17.34,21,D
174,72.48,20,D
107,50.54,28,D
52,68.0,1,D
135,20.29,8,D
119,74.56,16,C
179,99.56,26,D
51,66.57,17,D
151,49.35,12,C
84,92.32,0,C
147,1.59,11,D
79,72.99,19,C
165,88.87,19,C
57,6.17,20,D
199,45.01,4,D
93,20.47,7,D
85,56.65,26,D
126,64.95,14,C
80,30.26,26,D
96,46.0,2,C
104,27.93,5,D
155,36.94,27,D
170,15.95,12,D
104,88.56,11,B
193,1.0,18,D
61,88.24,28,D
194,57.17,17,D
193,33.17,23,D
189,72.31,0,D
185,50.78,24,D
52,49.91,26,D
193,11.01,6,D
79,38.95,11,D
72,24.11,9,D
141,1.57,28,D
164,36.01,30,D
153,8.98,11,D
167,25.68,10,D
54,9.25,3,D
153,10.09,18,D
157,19.9,5,D
114,99.98,24,D
170,0.22,30,D
79,63.87,8,C
198,14.12,19,D
133,92.06,9,B
199,9.36,4,D
81,95.51,26,D
65,61.09,12,D
87,0.13,8,D
191,89.4,1,D
85,52.17,17,C
200,26.27,20,D
163,76.73,0,C
115,92.67,23,D
154,48.37,20,D
134,31.56,11,D
51,78.89,9,D
124,68.18,1,B
116,88.88,27,D
200,69.25,8,D
104,24.35,1,D
55,93.17,22,D
199,10.48,23,D
192,26.79,29,D
135,52.02,21,D
109,56.57,13,C
150,1.53,10,D
61,78.06,22,D
98,36.16,10,D
91,40.64,16,C
131,80.94,3,A
84,37.93,12,D
183,4.72,6,D
116,17.64,15,D
129,95.59,0,A
56,7.04,12,D
63,35.49,0,D
122,50.32,10,C
192,49.33,5,D
198,0.4,19,D
115,50.12,2,C
140,38.38,11,D
179,97.21,30,D
69,15.92,4,D
59,35.42,8,D
74,41.95,25,D
74,39.07,25,D
103,66.58,11,B
82,21.55,29,D
144,22.11,29,D
63,72.92,27,D
114,50.03,26,D
159,41.52,9,C
129,16.92,18,D
103,18.75,4,D
174,1.06,25,D
180,9.14,4,D
183,55.68,8,D
74,89.19,26,D
190,28.72,27,D
166,32.77,25,D
185,11.56,26,D
198,38.86,19,D
74,3.72,16,D
128,91.76,9,B
117,67.31,20,D
61,99.07,0,D
81,88.28,21,D
177,47.3,27,D
145,51.97,15,C
141,19.06,25,D
190,46.2,25,D
80,90.3,14,C
127,5.09,22,D
69,86.36,16,D
195,34.09,25,D
109,89.95,19,C
183,94.09,24,D
142,67.09,12,C
92,66.44,0,B
179,45.28,24,D
109,83.55,7,B
200,96.16,4,D
80,77.51,5,C
54,62.19,22,D
59,60.68,19,D
138,84.95,29,D
179,54.12,13,D
175,80.39,21,D
60,50.89,22,D
105,6.24,10,D
132,38.39,30,D
186,44.44,5,D
148,14.16,10,D
198,10.25,12,D
122,53.55,30,D
164,8.51,11,D
56,30.29,21,D
129,74.46,1,B
193,96.44,20,D
146,71.79,2,B
53,99.26,22,D
53,69.83,3,D
152,29.38,16,D
89,67.21,27,D
66,70.22,27,D
150,37.17,21,D
152,1.77,5,D
173,70.32,6,D
101,2.17,14,D
101,63.12,10,B
173,16.36,23,D
112,56.56,30,D
165,50.39,2,C
111,1.35,29,D
56,36.29,5,D
141,60.11,25,D
63,84.86,1,D
135,88.86,28,D
182,48.38,13,D
179,72.84,8,D
111,31.65,17,D
198,34.22,18,D
128,19.45,11,D
198,56.19,30,D
187,31.46,30,D
107,8.44,12,D
169,68.5,25,D
182,70.78,11,D
114,36.0,11,D
62,7.67,17,D
131,42.63,8,C
188,44.23,16,D
198,66.87,20,D
101,31.54,15,D
166,68.26,16,C
75,87.15,20,D
83,23.75,23,D
101,97.89,7,B
161,38.64,10,D
131,26.73,23,D
91,42.15,1,C
70,9.44,7,D
91,12.57,11,D
190,41.44,20,D
162,76.24,30,D
154,90.03,0,B
66,66.48,22,D
169,10.52,12,D
186,67.2,21,D
178,63.54,20,D
179,80.58,16,D
109,82.52,13,C
97,86.82,13,C
78,41.41,15,C
146,69.79,16,C
59,26.83,5,D
107,99.93,25,D
70,17.53,27,D
77,1.01,6,D
83,14.88,25,D
57,77.59,25,D
128,44.68,0,C
194,44.75,24,D
136,95.5,14,C
137,91.96,19,C
118,31.12,20,D
136,20.91,17,D
150,84.85,29,D
57,90.6,27,D
126,54.16,25,D
136,62.94,12,C
92,25.69,23,D
178,80.08,29,D
158,63.21,1,B
66,50.35,18,D
182,6.01,14,D
197,91.59,11,D
70,61.55,14,C
107,19.27,24,D
159,60.64,17,C
188,67.75,13,D
192,52.58,5,D
184,71.81,11,D
77,58.15,19,C
100,94.78,22,D
54,5.37,29,D
54,10.62,29,D
143,17.37,5,D
145,69.02,25,D
57,64.56,29,D
113,89.21,8,B
187,73.29,29,D
87,50.84,24,D
160,99.18,25,D
161,26.61,3,D
130,83.32,16,C
185,42.68,1,D
153,64.87,15,C
122,72.73,23,D
98,63.38,13,C
85,14.05,25,D
175,44.3,7,D
117,56.14,13,C
127,84.9,30,D
154,44.36,1,C
171,91.87,15,D
168,44.04,3,C
163,54.88,0,C
59,79.63,22,D
198,58.31,19,D
189,96.02,26,D
140,66.03,13,C
51,52.27,7,D
167,2.36,24,D
62,41.37,27,D
144,29.92,24,D
193,74.81,2,D
81,20.83,4,D
81,20.52,5,D
173,18.95,21,D
60,12.56,25,D
59,31.1,7,D
64,88.59,5,D
66,77.49,5,D
195,73.53,3,D
108,79.73,6,B
127,26.94,29,D
173,88.74,29,D
163,13.73,23,D
71,33.63,18,D
81,58.67,6,C
162,10.29,2,D
169,73.01,7,C
198,38.72,0,D
171,78.44,0,D
81,49.29,13,C
168,18.09,5,D
88,73.48,9,C
61,25.21,24,D
67,49.08,27,D
198,7.55,13,D
190,61.79,3,D
198,66.59,5,D
175,37.87,15,D
185,95.44,27,D
95,87.42,20,D
153,70.79,27,D
184,71.37,30,D
200,25.24,0,D
135,65.68,5,B
199,19.82,8,D
138,14.4,30,D
71,99.95,14,C
141,62.24,11,B
78,43.1,2,C
62,28.82,10,D
51,60.39,14,D
78,4.96,2,D
76,9.47,13,D
99,3.29,1,D
144,49.92,28,D
200,60.06,3,D
137,6.25,25,D
93,72.12,18,C
71,23.04,11,D
146,68.52,1,B
52,98.19,16,D
167,69.11,2,C
68,88.32,9,D
72,94.82,15,C
79,48.68,21,D
88,70.23,8,C
157,85.2,10,B
160,35.66,20,D
74,26.14,14,D
177,94.66,2,D
160,72.63,15,C
185,21.97,29,D
155,44.91,20,D
193,79.65,20,D
121,54.71,20,D
178,65.0,27,D
157,75.38,11,B
54,62.2,22,D
52,54.01,4,D
181,74.96,6,D
153,72.76,8,B
113,62.99,20,D
155,35.98,17,D
147,40.58,20,D
59,97.04,7,D
198,11.24,11,D
177,26.85,19,D
95,49.24,1,C
115,83.67,9,B
161,16.37,18,D
62,27.7,8,D
186,6.58,24,D
135,70.6,23,D
139,23.82,7,D
107,38.87,23,D
103,44.37,23,D
61,89.13,23,D
63,41.13,0,D
170,14.52,5,D
170,52.43,11,C
69,96.3,24,D
124,60.77,23,D
193,98.34,18,D
119,84.11,26,D
105,3.6,16,D
150,65.84,1,B
181,28.68,10,D
160,55.96,30,D
174,27.93,17,D
181,34.89,22,D
69,92.32,27,D
187,20.66,21,D
73,87.41,10,C
86,3.05,17,D
103,9.09,7,D
152,85.47,14,C
198,63.06,8,D
87,74.72,14,C
53,20.94,6,D
106,53.71,19,C
69,73.72,12,D
66,62.73,12,D
168,47.17,0,C
120,95.98,19,C
53,67.62,3,D
63,90.78,23,D
52,72.98,3,D
129,73.55,3,B
104,8.0,12,D
181,35.95,1,D
169,85.84,27,D
73,23.26,25,D
131,11.55,22,D
196,32.61,14,D
109,22.04,3,D
196,92.53,26,D
98,86.8,5,B
112,49.97,2,C
159,6.13,6,D
199,71.46,5,D
158,62.34,2,B
125,97.06,3,A
79,55.9,9,C
107,33.64,29,D
166,51.9,20,D
149,97.93,8,B
68,69.64,29,D
143,67.2,5,B
162,24.07,28,D
195,74.36,19,D
112,75.03,26,D
165,31.73,10,D
162,48.37,6,C
96,29.46,17,D
106,25.87,3,D
167,2.59,4,D
94,28.52,3,D
194,55.4,3,D
53,0.16,26,D
197,28.32,12,D
96,88.14,15,C
192,59.36,24,D
96,60.79,13,C
127,40.34,10,C
173,67.65,28,D
124,18.99,1,D
152,81.87,21,D
186,11.67,13,D
139,65.6,23,D
193,34.11,23,D
118,74.75,26,D
110,54.98,6,C
187,45.24,25,D
99,16.94,10,D
52,63.68,3,D
156,97.48,6,B
162,82.56,28,D
143,6.0,15,D
167,37.62,25,D
130,92.56,5,B
158,50.3,26,D
100,66.21,5,B
196,91.26,1,D
84,87.38,23,D
95,50.18,7,C
118,43.76,29,D
142,33.97,26,D
113,71.9,6,B
98,28.7,26,D
198,24.99,24,D
123,35.62,23,D
54,17.72,13,D
149,69.51,8,B
119,61.62,14,C
139,48.29,24,D
53,39.03,21,D
175,90.91,17,D
88,2.91,11,D
178,76.91,22,D
73,90.19,18,C
106,44.64,12,C
149,55.07,6,C
119,94.45,24,D
90,21.23,9,D
109,52.01,29,D
157,47.47,9,C
106,25.84,1,D
80,81.86,13,C
133,89.96,12,C
85,78.19,21,D
157,19.54,28,D
155,8.67,5,D
135,60.54,8,B
184,5.71,12,D
63,67.28,8,D
169,53.04,30,D
187,66.28,12,D
129,59.02,4,C
193,42.27,13,D
155,20.09,4,D
119,30.57,8,D
93,52.45,7,C
122,65.19,6,B
94,77.95,7,B
156,76.72,21,D
133,97.27,2,A
131,28.58,22,D
156,7.11,23,D
70,34.57,14,D
56,74.33,7,D
119,43.81,0,C
176,81.78,6,D
192,54.93,18,D
197,92.98,1,D
192,94.79,13,D
198,6.93,17,D
169,45.64,29,D
177,60.97,14,D
191,25.59,13,D
106,40.71,23,D
107,67.77,24,D
70,22.67,18,D
131,60.2,29,D
118,69.74,18,C
180,9.05,21,D
136,49.75,26,D
98,26.31,25,D
196,72.44,16,D
164,18.96,21,D
138,89.22,27,D
134,43.09,18,C
177,19.8,26,D
189,43.8,15,D
166,40.87,19,C
176,42.89,24,D
120,58.56,18,C
135,52.12,0,C
82,14.98,18,D
130,6.56,6,D
110,72.94,28,D
110,55.97,22,D
147,35.9,10,D
77,80.84,4,C
92,38.81,29,D
135,79.6,16,C
66,30.58,10,D
147,7.28,23,D
147,93.26,25,D
114,39.46,7,D
123,79.27,9,B
134,27.91,11,D
54,64.64,9,D
51,87.33,12,D
71,4.16,25,D
161,83.06,17,C
106,57.13,9,C
115,60.75,18,C
123,52.32,19,C
147,87.45,16,C
193,4.34,19,D
161,26.1,15,D
174,87.58,4,D
135,75.23,2,B
125,1.76,29,D
137,51.7,26,D
87,52.96,14,C
108,40.09,25,D
187,29.74,1,D
148,68.17,12,C
112,20.78,21,D
98,79.89,7,B
81,80.3,22,D
184,41.53,26,D
70,28.35,29,D
69,28.39,16,D
176,48.23,3,D
117,71.96,18,C
159,35.89,21,D
165,61.0,24,D
192,38.25,8,D
169,30.45,22,D
128,2.49,14,D
165,0.39,27,D
141,22.72,8,D
63,40.64,23,D
174,85.13,20,D
107,79.85,8,B
77,26.72,13,D
75,24.45,22,D
162,22.73,20,D
115,33.92,15,D
180,49.82,30,D
93,43.87,23,D
146,21.83,30,D
91,13.05,22,D
55,1.26,24,D
72,15.4,25,D
138,70.54,16,C
172,24.36,30,D
196,46.86,12,D
100,59.13,8,C
60,88.68,14,D
61,88.89,6,D
123,74.57,0,B
57,3.52,0,D
90,57.51,4,C
134,78.66,23,D
121,1.73,8,D
104,54.97,11,C
186,85.78,5,D
96,47.41,27,D
192,0.41,12,D
153,1.1,25,D
91,41.66,27,D
109,15.5,7,D
61,66.45,14,D
179,70.88,5,D
56,17.79,26,D
129,88.85,5,B
180,44.19,3,D
158,14.28,10,D
52,76.43,20,D
76,79.0,29,D
163,63.93,17,C
156,85.35,2,B
89,73.74,2,C
178,88.22,29,D
57,43.39,11,D
150,74.76,26,D
173,99.98,20,D
156,72.49,29,D
150,11.42,20,D
53,51.83,5,D
159,58.73,20,D
68,17.42,27,D
81,96.29,5,C
186,17.56,7,D
61,17.76,14,D
188,91.52,17,D
95,46.52,19,C
168,6.32,28,D
65,59.82,15,D
178,60.18,5,D
112,6.45,27,D
158,97.25,20,D
168,54.4,16,C
70,55.98,8,C
62,52.01,18,D
53,61.07,17,D
151,26.43,24,D
108,28.72,22,D
177,51.13,4,D
76,80.67,27,D
118,4.99,5,D
74,60.34,11,C
180,80.68,10,D
146,15.69,15,D
74,1.5,19,D
197,31.27,16,D
175,58.81,19,D
182,13.83,8,D
58,42.61,0,D
165,55.23,25,D
183,59.89,2,D
109,27.44,30,D
170,40.0,30,D
188,77.83,20,D
157,94.12,22,D
157,86.19,8,B
180,56.43,21,D
125,41.03,18,C
79,33.3,12,D
70,12.5,22,D
83,10.66,30,D
90,68.84,13,C
100,25.98,19,D
131,25.47,18,D
107,99.82,29,D
124,18.79,22,D
72,14.81,26,D
177,9.87,26,D
199,57.98,6,D
66,62.79,3,D
118,36.52,11,D
157,53.54,22,D
188,78.84,26,D
143,81.81,13,C
64,95.79,1,D
140,82.43,0,A
82,56.48,27,D
174,17.97,30,D
65,9.98,17,D
115,5.45,19,D
96,66.65,7,B
197,80.75,2,D
173,50.87,30,D
50,5.47,25,D
136,53.55,30,D
177,93.57,5,D
116,59.76,21,D
53,80.94,12,D
96,80.02,8,B
87,93.21,8,C
192,77.02,19,D
70,74.77,8,C
106,23.41,30,D
166,5.99,14,D
95,51.76,12,C
191,12.44,21,D
194,96.22,15,D
88,28.99,1,D
186,85.29,25,D
148,38.76,13,D
126,32.32,26,D
164,93.52,5,C
183,36.33,1,D
200,39.03,7,D
140,10.61,3,D
147,67.04,20,D
169,28.88,23,D
95,58.56,13,C
87,59.14,10,C
191,71.92,23,D
149,74.52,27,D
121,51.45,13,C
84,33.1,11,D
196,83.75,15,D
79,30.99,5,D
127,50.75,19,C
133,40.13,30,D
162,85.51,0,C
74,43.19,11,C
137,38.61,6,D
63,68.98,7,D
151,60.24,8,B
199,10.72,1,D
132,50.82,16,C
159,73.55,19,C
180,99.21,12,D
68,62.91,4,D
77,37.03,9,D
120,22.62,11,D
112,87.28,16,C
122,81.46,20,D
173,23.39,5,D
168,20.06,2,D
170,71.51,27,D
68,31.5,14,D
191,30.64,6,D
169,15.23,29,D
110,26.4,5,D
79,42.75,3,C
58,73.28,18,D
113,33.63,4,D
169,32.86,2,D
101,28.49,25,D
138,47.83,24,D
191,18.06,8,D
102,48.56,5,C
127,70.42,12,C
90,2.98,26,D
117,0.98,21,D
57,7.51,27,D
51,53.57,29,D
154,85.45,19,C
174,0.49,3,D
159,93.67,1,B
135,10.63,25,D
169,84.2,3,C
176,48.29,7,D
65,65.94,12,D
111,51.07,9,C
162,47.7,17,C
61,83.49,8,D
84,75.59,29,D
60,48.34,0,D
113,11.16,12,D
99,11.54,17,D
198,80.15,14,D
118,52.94,1,C
97,48.16,10,C
69,68.06,28,D
150,85.88,30,D
186,62.89,13,D
117,76.28,21,D
84,76.53,14,C
114,35.63,13,D
57,27.41,15,D
94,80.12,22,D
136,37.72,28,D
125,90.33,14,C
125,6.97,30,D
96,5.82,18,D
64,92.7,26,D
154,64.85,8,B
196,37.96,4,D
75,75.51,4,C
101,67.23,10,B
142,53.12,27,D
199,9.89,19,D
70,81.22,24,D
100,86.6,23,D
87,17.22,27,D
69,85.05,3,D
181,87.78,19,D
104,54.94,17,C
141,65.62,24,D
77,38.22,2,D
53,28.18,3,D
199,72.2,13,D
125,86.19,6,B
116,65.41,25,D
135,51.16,7,C
140,15.89,23,D
154,5.35,15,D
50,44.57,19,D
121,4.93,14,D
136,56.93,6,C
55,38.27,25,D
194,75.72,16,D
110,30.56,21,D
61,59.3,21,D
55,53.77,21,D
76,0.47,11,D
185,7.24,17,D
173,29.04,23,D
155,88.22,13,C
142,14.7,14,D
158,71.09,14,C
148,97.34,4,A
191,79.06,15,D
84,24.29,4,D
133,90.84,1,A
105,9.31,19,D
190,46.81,27,D
98,88.75,24,D
95,64.13,8,B
162,41.36,21,D
185,29.28,26,D
92,37.51,30,D
197,50.89,8,D
173,31.9,3,D
146,96.9,14,C
139,93.31,10,B
88,87.07,0,C
134,42.18,17,C
111,69.13,28,D
155,90.28,0,B
156,85.04,7,B
103,41.43,24,D
175,11.24,15,D
58,7.56,25,D
137,57.71,27,D
86,64.26,21,D
98,84.98,17,C
90,29.25,21,D
66,16.75,8,D
137,37.9,11,D
70,35.36,18,D
100,13.25,24,D
108,67.23,17,C
90,50.87,26,D
88,72.11,4,C
190,35.27,26,D
60,32.57,1,D
196,47.26,6,D
188,87.74,26,D
126,4.03,9,D
176,80.48,14,D
95,36.9,24,D
94,85.46,6,B
50,80.22,27,D
157,34.88,4,D
68,69.39,14,D
125,15.96,19,D
121,89.63,27,D
158,40.45,19,C
61,45.56,14,D
94,70.58,9,B
139,82.08,23,D
152,23.63,25,D
57,66.14,28,D
140,39.2,25,D
136,36.87,13,D
133,69.0,25,D
131,38.72,25,D
195,34.61,9,D
117,83.59,16,C
176,10.13,20,D
131,67.59,13,C
196,24.87,1,D
133,1.55,15,D
162,16.68,12,D
125,60.67,26,D
171,70.91,8,D
192,2.11,6,D
90,3.64,15,D
51,90.25,9,D
78,7.33,23,D
154,89.42,21,D
100,22.82,8,D
124,74.0,21,D
59,30.97,22,D
191,85.88,6,D
100,70.05,15,C
167,40.18,8,C
170,7.63,26,D
88,73.27,23,D
77,61.69,28,D
52,0.29,16,D
133,0.94,19,D
166,80.88,6,C
51,25.94,10,D
142,63.61,7,B
180,45.42,6,D
